pclass,survived,sex,age,sibsp,parch,fare,dest
2.0,0.0,male,42.0,1.0,1.0,32.5,"Greenport, NY"
2.0,1.0,female,34.0,1.0,1.0,32.5,"Greenport, NY"
2.0,1.0,female,27.0,1.0,0.0,13.8583,"Barcelona, Spain / Havana, Cuba"
2.0,1.0,female,30.0,1.0,0.0,13.8583,"Barcelona, Spain / Havana, Cuba"
2.0,0.0,male,23.0,0.0,0.0,13.0,"England / Detroit, MI"
2.0,0.0,male,21.0,0.0,0.0,13.0,"Goteborg, Sweden / Rockford, IL"
2.0,0.0,male,18.0,0.0,0.0,13.0,"Oslo, Norway Bayonne, NJ"
2.0,0.0,male,40.0,1.0,0.0,26.0,"England / Philadelphia, PA"
2.0,0.0,male,18.0,0.0,0.0,10.5,"Cornwall / Houghton, MI"
2.0,0.0,male,36.0,0.0,0.0,13.0,"Rochester, NY"
2.0,0.0,male,28.0,0.0,0.0,0.0,Belfast
2.0,0.0,female,38.0,0.0,0.0,13.0,"Janjgir, India / Pennsylvania"
2.0,0.0,male,35.0,0.0,0.0,26.0,"Liverpool / Montreal, PQ"
2.0,0.0,male,38.0,1.0,0.0,21.0,"Cornwall / Clear Creek, CO"
2.0,0.0,male,34.0,1.0,0.0,21.0,"Cornwall / Clear Creek, CO"
2.0,1.0,female,34.0,0.0,0.0,13.0,"Brooklyn, NY"
2.0,0.0,male,16.0,0.0,0.0,26.0,"Liverpool / Montreal, PQ"
2.0,0.0,male,26.0,0.0,0.0,10.5,"Guernsey / Elizabeth, NJ"
2.0,0.0,male,47.0,0.0,0.0,10.5,Cornwall
2.0,0.0,male,21.0,1.0,0.0,11.5,"Cornwall / Camden, NJ"
2.0,0.0,male,21.0,1.0,0.0,11.5,"Cornwall / Camden, NJ"
2.0,0.0,male,24.0,0.0,0.0,13.5,"West Kensington, London"
2.0,0.0,male,24.0,0.0,0.0,13.0,"Clevedon, England"
2.0,0.0,male,34.0,0.0,0.0,13.0,"Vancouver, BC"
2.0,0.0,male,52.0,0.0,0.0,13.0,"Bronx, NY"
2.0,0.0,male,30.0,0.0,0.0,13.0,"Auburn, NY"
2.0,1.0,male,0.6667,1.0,1.0,14.5,"Detroit, MI"
2.0,1.0,female,24.0,0.0,2.0,14.5,"Detroit, MI"
2.0,0.0,male,44.0,0.0,0.0,13.0,"Seattle, WA / Toledo, OH"
2.0,1.0,female,6.0,0.0,1.0,33.0,"Denmark Hill, Surrey / Chicago"
2.0,0.0,male,28.0,0.0,1.0,33.0,"Denmark Hill, Surrey / Chicago"
2.0,1.0,male,62.0,0.0,0.0,10.5,London
2.0,0.0,male,30.0,0.0,0.0,10.5,"Walthamstow, England"
2.0,1.0,female,7.0,0.0,2.0,26.25,"Ilford, Essex / Winnipeg, MB"
2.0,0.0,male,43.0,1.0,1.0,26.25,"Ilford, Essex / Winnipeg, MB"
2.0,1.0,female,45.0,1.0,1.0,26.25,"Ilford, Essex / Winnipeg, MB"
2.0,1.0,female,24.0,1.0,2.0,65.0,"Somerset / Bernardsville, NJ"
2.0,1.0,female,24.0,1.0,2.0,65.0,"Somerset / Bernardsville, NJ"
2.0,0.0,male,49.0,1.0,2.0,65.0,"Somerset / Bernardsville, NJ"
2.0,1.0,female,48.0,1.0,2.0,65.0,"Somerset / Bernardsville, NJ"
2.0,1.0,female,55.0,0.0,0.0,16.0,"India / Rapid City, SD"
2.0,0.0,male,24.0,2.0,0.0,73.5,"West Hampstead, London / Neepawa, MB"
2.0,0.0,male,32.0,2.0,0.0,73.5,"West Hampstead, London / Neepawa, MB"
2.0,0.0,male,21.0,2.0,0.0,73.5,"West Hampstead, London / Neepawa, MB"
2.0,0.0,female,18.0,1.0,1.0,13.0,"Kontiolahti, Finland / Detroit, MI"
2.0,1.0,female,20.0,2.0,1.0,23.0,"Cornwall / Akron, OH"
2.0,0.0,male,23.0,2.0,1.0,11.5,"Cornwall / Akron, OH"
2.0,0.0,male,36.0,0.0,0.0,13.0,"Devonport, England"
2.0,1.0,female,54.0,1.0,3.0,23.0,"Cornwall / Akron, OH"
2.0,0.0,male,50.0,0.0,0.0,13.0,Southampton
2.0,0.0,male,44.0,1.0,0.0,26.0,"England / Sacramento, CA"
2.0,1.0,female,29.0,1.0,0.0,26.0,"England / Sacramento, CA"
2.0,0.0,male,21.0,0.0,0.0,73.5,"New Forest, England"
2.0,1.0,male,42.0,0.0,0.0,13.0,"Tokyo, Japan"
2.0,0.0,male,63.0,1.0,0.0,26.0,"Swindon, England"
2.0,0.0,female,60.0,1.0,0.0,26.0,"Swindon, England"
2.0,0.0,male,33.0,0.0,0.0,12.275,"Philadelphia, PA"
2.0,1.0,female,17.0,0.0,0.0,10.5,Guernsey
2.0,0.0,male,42.0,1.0,0.0,27.0,London
2.0,1.0,female,24.0,2.0,1.0,27.0,London
2.0,0.0,male,47.0,0.0,0.0,15.0,"North Evington, England"
2.0,0.0,male,24.0,2.0,0.0,31.5,"Guernsey / Elizabeth, NJ"
2.0,0.0,male,22.0,2.0,0.0,31.5,"Guernsey / Elizabeth, NJ"
2.0,0.0,male,32.0,0.0,0.0,10.5,"St Ives, Cornwall / Houghton, MI"
2.0,1.0,female,23.0,0.0,0.0,13.7917,"New York, NY"
2.0,0.0,male,34.0,1.0,0.0,26.0,"Moscow / Bronx, NY"
2.0,1.0,female,24.0,1.0,0.0,26.0,"Moscow / Bronx, NY"
2.0,0.0,female,22.0,0.0,0.0,21.0,"India / Pittsburgh, PA"
2.0,1.0,female,28.0,0.0,0.0,12.35,"Harrisburg, PA"
2.0,1.0,female,45.0,0.0,0.0,13.5,"London / New York, NY"
2.0,0.0,male,57.0,0.0,0.0,12.35,"Glasgow / Bangor, ME"
2.0,0.0,male,28.0,0.0,0.0,0.0,Belfast
2.0,0.0,male,31.0,0.0,0.0,10.5,"Sweden / Arlington, NJ"
2.0,0.0,female,26.0,1.0,1.0,26.0,"Minneapolis, MN"
2.0,0.0,male,30.0,1.0,1.0,26.0,"Minneapolis, MN"
2.0,1.0,female,1.0,1.0,2.0,41.5792,Paris / Haiti
2.0,1.0,female,3.0,1.0,2.0,41.5792,Paris / Haiti
2.0,0.0,male,25.0,1.0,2.0,41.5792,Paris / Haiti
2.0,1.0,female,22.0,1.0,2.0,41.5792,Paris / Haiti
2.0,1.0,female,17.0,0.0,0.0,12.0,"Berne, Switzerland / Central City, IA"
2.0,1.0,female,28.0,0.0,0.0,33.0,"London / Chicago, IL"
2.0,1.0,female,34.0,0.0,0.0,10.5,"Chicago, IL"
2.0,0.0,male,36.0,0.0,0.0,12.875,"Montreal, PQ"
2.0,0.0,male,50.0,1.0,0.0,26.0,"Weston-Super-Mare, Somerset"
2.0,1.0,female,42.0,1.0,0.0,26.0,"Weston-Super-Mare, Somerset"
2.0,0.0,female,57.0,0.0,0.0,10.5,"Southampton / New York, NY"
2.0,0.0,male,28.0,0.0,0.0,15.0458,Paris
2.0,1.0,male,1.0,0.0,2.0,37.0042,"Paris / Montreal, PQ"
2.0,0.0,male,31.0,1.0,1.0,37.0042,"Paris / Montreal, PQ"
2.0,1.0,female,24.0,1.0,1.0,37.0042,"Paris / Montreal, PQ"
2.0,0.0,male,28.0,0.0,0.0,15.5792,"New York, NY"
2.0,0.0,male,30.0,0.0,0.0,13.0,"St Austall, Cornwall"
2.0,0.0,male,40.0,0.0,0.0,16.0,"Weston-Super-Mare / Moose Jaw, SK"
2.0,0.0,male,32.0,0.0,0.0,13.5,"Sydney, Australia"
2.0,0.0,male,30.0,0.0,0.0,13.0,"Sarnia, ON"
2.0,0.0,male,46.0,0.0,0.0,26.0,"Rochester, NY"
2.0,1.0,female,13.0,0.0,1.0,19.5,"England / Bennington, VT"
2.0,1.0,female,41.0,0.0,1.0,19.5,"England / Bennington, VT"
2.0,1.0,male,19.0,0.0,0.0,10.5,"Chelsea, London"
2.0,0.0,male,39.0,0.0,0.0,13.0,"Harrow-on-the-Hill, Middlesex"
2.0,0.0,male,48.0,0.0,0.0,13.0,"Copenhagen, Denmark"
2.0,0.0,male,70.0,0.0,0.0,10.5,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
2.0,0.0,male,27.0,0.0,0.0,13.0,"Worcester, MA"
2.0,0.0,male,54.0,0.0,0.0,14.0,"Frankfort, KY"
2.0,0.0,male,16.0,0.0,0.0,10.5,"Halesworth, England"
2.0,0.0,male,62.0,0.0,0.0,9.6875,"Cambridge, MA"
2.0,0.0,male,32.5,1.0,0.0,30.0708,"New York, NY"
2.0,1.0,female,14.0,1.0,0.0,30.0708,"New York, NY"
2.0,1.0,male,2.0,1.0,1.0,26.0,"Nice, France"
2.0,1.0,male,3.0,1.0,1.0,26.0,"Nice, France"
2.0,0.0,male,36.5,0.0,2.0,26.0,"Nice, France"
2.0,0.0,male,26.0,0.0,0.0,13.0,"Boston, MA"
2.0,0.0,male,19.0,1.0,1.0,36.75,"Cornwall / Hancock, MI"
2.0,0.0,male,28.0,0.0,0.0,13.5,Glasgow
2.0,1.0,male,20.0,0.0,0.0,13.8625,"Cologne, Germany"
2.0,1.0,female,29.0,0.0,0.0,10.5,"Folkstone, Kent / New York, NY"
2.0,0.0,male,39.0,0.0,0.0,13.0,"Middleburg Heights, OH"
2.0,1.0,male,22.0,0.0,0.0,10.5,"Pondersend, England / New Durham, NJ"
2.0,1.0,male,28.0,0.0,0.0,13.8625,"Spain / Havana, Cuba"
2.0,0.0,male,23.0,0.0,0.0,10.5,"Hamilton, ON"
2.0,1.0,male,29.0,0.0,0.0,13.8583,"Spain / Havana, Cuba"
2.0,0.0,male,28.0,0.0,0.0,10.5,"St Andrews, Guernsey"
2.0,0.0,male,28.0,0.0,0.0,0.0,Belfast
2.0,1.0,female,50.0,0.0,1.0,26.0,"Woodford County, KY"
2.0,0.0,male,19.0,0.0,0.0,10.5,"Gunnislake, England / Butte, MT"
2.0,1.0,female,21.0,0.0,1.0,21.0,"Ilfracombe, Devon"
2.0,1.0,female,19.0,0.0,0.0,26.0,"Worcester, England"
2.0,0.0,male,43.0,0.0,1.0,21.0,"Ilfracombe, Devon"
2.0,1.0,female,32.0,0.0,0.0,13.0,Russia
2.0,0.0,male,34.0,0.0,0.0,13.0,"Denmark / New York, NY"
2.0,1.0,male,30.0,0.0,0.0,12.7375,"Milford, NH"
2.0,0.0,male,27.0,0.0,0.0,15.0333,Paris
2.0,1.0,female,2.0,1.0,1.0,26.0,"Plymouth, Devon / Detroit, MI"
2.0,1.0,female,8.0,1.0,1.0,26.0,"Plymouth, Devon / Detroit, MI"
2.0,1.0,female,33.0,0.0,2.0,26.0,"Plymouth, Devon / Detroit, MI"
2.0,0.0,male,36.0,0.0,0.0,10.5,"Brighton, Sussex"
2.0,0.0,male,34.0,1.0,0.0,21.0,"Elizabeth, NJ"
2.0,1.0,female,30.0,3.0,0.0,21.0,"Elizabeth, NJ"
2.0,1.0,female,28.0,0.0,0.0,13.0,Spain
2.0,0.0,male,23.0,0.0,0.0,15.0458,"Paris / Montreal, PQ"
2.0,1.0,male,0.8333,1.0,1.0,18.75,"Cornwall / Akron, OH"
2.0,1.0,male,3.0,1.0,1.0,18.75,"Cornwall / Akron, OH"
2.0,1.0,female,24.0,2.0,3.0,18.75,"Cornwall / Akron, OH"
2.0,1.0,female,50.0,0.0,0.0,10.5,"London, England / Marietta, Ohio and Milwaukee, WI"
2.0,1.0,female,21.0,0.0,0.0,10.5,"Guernsey / Wilmington, DE"
2.0,0.0,male,26.0,0.0,0.0,13.0,"Newark, NJ"
2.0,0.0,male,25.0,0.0,0.0,13.0,Liverpool
2.0,0.0,male,27.0,0.0,0.0,26.0,"Hornsey, England"
2.0,1.0,female,25.0,0.0,1.0,26.0,"Deer Lodge, MT"
2.0,1.0,female,18.0,0.0,2.0,13.0,"Finland / Minneapolis, MN"
2.0,1.0,female,20.0,0.0,0.0,36.75,"Cornwall / Hancock, MI"
2.0,1.0,female,30.0,0.0,0.0,13.0,"Finland / Washington, DC"
2.0,0.0,male,59.0,0.0,0.0,13.5,"Sault St Marie, ON"
2.0,1.0,female,30.0,0.0,0.0,12.35,"Halifax, NS"
2.0,0.0,male,35.0,0.0,0.0,10.5,Cornwall
2.0,0.0,male,25.0,0.0,0.0,13.0,"Cornwall / Houghton, MI"
2.0,0.0,male,41.0,0.0,0.0,15.0458,"New York, NY"
2.0,0.0,male,25.0,0.0,0.0,10.5,"Catford, Kent / Detroit, MI"
2.0,0.0,male,14.0,0.0,0.0,65.0,"Somerset / Bernardsville, NJ"
2.0,1.0,female,50.0,0.0,0.0,10.5,"Indianapolis, IN"
2.0,1.0,female,28.0,0.0,0.0,12.65,"Columbus, OH"
2.0,1.0,female,27.0,0.0,0.0,10.5,"Bath, England / Massachusetts"
2.0,0.0,male,29.0,1.0,0.0,21.0,"Plymouth, England"
2.0,0.0,female,27.0,1.0,0.0,21.0,"Plymouth, England"
2.0,0.0,male,40.0,0.0,0.0,13.0,"Barre, Co Washington, VT"
2.0,1.0,female,31.0,0.0,0.0,21.0,"Mamaroneck, NY"
2.0,0.0,male,30.0,1.0,0.0,21.0,"Bristol, England / New Britain, CT"
2.0,1.0,female,31.0,0.0,0.0,21.0,"Bristol, England / New Britain, CT"
2.0,0.0,male,28.0,0.0,0.0,0.0,Belfast
2.0,1.0,female,12.0,0.0,0.0,15.75,"Aberdeen / Portland, OR"
2.0,1.0,female,40.0,0.0,0.0,15.75,"Aberdeen / Portland, OR"
2.0,1.0,female,32.5,0.0,0.0,13.0,"England / Hartford, CT"
2.0,0.0,male,27.0,1.0,0.0,26.0,"Bromsgrove, England / Montreal, PQ"
2.0,1.0,female,29.0,1.0,0.0,26.0,"Bromsgrove, England / Montreal, PQ"
2.0,1.0,male,2.0,1.0,1.0,23.0,"Cornwall / Akron, OH"
2.0,1.0,female,4.0,1.0,1.0,23.0,"Cornwall / Akron, OH"
2.0,1.0,female,29.0,0.0,2.0,23.0,"Cornwall / Akron, OH"
2.0,1.0,female,0.9167,1.0,2.0,27.75,"Bournmouth, England"
2.0,1.0,female,5.0,1.0,2.0,27.75,"Bournmouth, England"
2.0,0.0,male,36.0,1.0,2.0,27.75,"Bournmouth, England"
2.0,1.0,female,33.0,1.0,2.0,27.75,"Bournmouth, England"
2.0,0.0,male,66.0,0.0,0.0,10.5,"Guernsey, England / Edgewood, RI"
2.0,1.0,male,31.0,0.0,0.0,13.0,"London, England"
2.0,1.0,male,28.0,0.0,0.0,13.0,"Harrow, England"
2.0,1.0,female,26.0,0.0,0.0,13.5,"Yoevil, England / Cottage Grove, OR"
2.0,0.0,female,24.0,0.0,0.0,13.0,Paris
3.0,0.0,male,13.0,0.0,2.0,20.25,"East Providence, RI"
3.0,0.0,male,16.0,1.0,1.0,20.25,"East Providence, RI"
3.0,1.0,female,35.0,1.0,1.0,20.25,"East Providence, RI"
3.0,1.0,female,16.0,0.0,0.0,7.65,"Norway Los Angeles, CA"
3.0,1.0,male,25.0,0.0,0.0,7.65,"Perkins County, SD"
3.0,1.0,male,20.0,0.0,0.0,7.925,"Taalintehdas, Finland Hoboken, NJ"
3.0,1.0,female,18.0,0.0,0.0,7.2292,"Greensburg, PA"
3.0,0.0,male,30.0,0.0,0.0,7.25,"Asarum, Sweden Brooklyn, NY"
3.0,0.0,male,26.0,0.0,0.0,8.05,"Bournemouth, England"
3.0,0.0,female,40.0,1.0,0.0,9.475,"Sweden Akeley, MN"
3.0,1.0,male,0.8333,0.0,1.0,9.35,"London, England Norfolk, VA"
3.0,1.0,female,18.0,0.0,1.0,9.35,"London, England Norfolk, VA"
3.0,1.0,male,26.0,0.0,0.0,18.7875,"Syria Fredericksburg, VA"
3.0,0.0,male,26.0,0.0,0.0,7.8875,"England Albion, NY"
3.0,0.0,male,20.0,0.0,0.0,7.925,"Salo, Finland Astoria, OR"
3.0,0.0,male,25.0,0.0,0.0,7.05,Argentina
3.0,0.0,male,35.0,0.0,0.0,8.05,"Lower Clapton, Middlesex or Erdington, Birmingham"
3.0,0.0,male,18.0,0.0,0.0,8.3,"Windsor, England New York, NY"
3.0,0.0,male,32.0,0.0,0.0,22.525,"Bergen, Norway"
3.0,0.0,male,4.0,4.0,2.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,female,6.0,4.0,2.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,female,2.0,4.0,2.0,31.275,"Sweden Winnipeg, MN"
3.0,1.0,female,17.0,4.0,2.0,7.925,"Ruotsinphyhtaa, Finland New York, NY"
3.0,0.0,female,38.0,4.0,2.0,7.775,"Vadsbro, Sweden Ministee, MI"
3.0,0.0,female,9.0,4.0,2.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,female,11.0,4.0,2.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,male,39.0,1.0,5.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,male,26.0,0.0,0.0,7.775,"Hartford, CT"
3.0,0.0,female,39.0,1.0,5.0,31.275,"Sweden Winnipeg, MN"
3.0,0.0,male,20.0,0.0,0.0,7.8542,"Sweden Chicago, IL"
3.0,0.0,male,26.0,0.0,0.0,7.8958,"Bulgaria Chicago, IL"
3.0,0.0,male,25.0,1.0,0.0,17.8,"Altdorf, Switzerland"
3.0,0.0,female,18.0,1.0,0.0,17.8,"Altdorf, Switzerland"
3.0,0.0,male,24.0,0.0,0.0,7.775,"Sweden Joliet, IL"
3.0,0.0,male,5.0,4.0,2.0,31.3875,"Sweden  Worcester, MA"
3.0,0.0,male,9.0,4.0,2.0,31.3875,"Sweden Worcester, MA"
3.0,1.0,male,3.0,4.0,2.0,31.3875,"Sweden Worcester, MA"
3.0,0.0,male,13.0,4.0,2.0,31.3875,"Sweden Worcester, MA"
3.0,1.0,female,5.0,4.0,2.0,31.3875,"Sweden Worcester, MA"
3.0,0.0,male,40.0,1.0,5.0,31.3875,"Sweden  Worcester, MA"
3.0,1.0,male,23.0,0.0,0.0,7.7958,"Oskarshamn, Sweden Minneapolis, MN"
3.0,1.0,female,38.0,1.0,5.0,31.3875,"Sweden  Worcester, MA"
3.0,1.0,female,45.0,0.0,0.0,7.225,"Ottawa, ON"
3.0,0.0,male,21.0,0.0,0.0,7.225,"Ottawa, ON"
3.0,0.0,male,30.0,0.0,0.0,7.225,"Ottawa, ON"
3.0,0.0,male,23.0,0.0,0.0,7.8542,"Krakoryd, Sweden Bloomington, IL"
3.0,1.0,female,13.0,0.0,0.0,7.2292,"Syria Youngstown, OH"
3.0,0.0,male,32.0,1.0,0.0,15.85,"Ruotsinphytaa, Finland New York, NY"
3.0,1.0,female,33.0,3.0,0.0,15.85,"Ruotsinphytaa, Finland New York, NY"
3.0,1.0,female,0.75,2.0,1.0,19.2583,"Syria New York, NY"
3.0,1.0,female,0.75,2.0,1.0,19.2583,"Syria New York, NY"
3.0,1.0,female,5.0,2.0,1.0,19.2583,"Syria New York, NY"
3.0,1.0,female,24.0,0.0,3.0,19.2583,"Syria New York, NY"
3.0,1.0,female,18.0,0.0,0.0,8.05,"London Skanteales, NY"
3.0,0.0,female,18.0,0.0,1.0,14.4542,"Syria Ottawa, ON"
3.0,0.0,female,45.0,0.0,1.0,14.4542,"Syria Ottawa, ON"
3.0,0.0,female,27.0,0.0,0.0,7.8792,"New York, NY"
3.0,0.0,male,22.0,0.0,0.0,8.05,"England New York, NY"
3.0,0.0,male,19.0,0.0,0.0,8.05,England
3.0,0.0,male,26.0,0.0,0.0,7.775,"Krakudden, Sweden Moune, IL"
3.0,0.0,male,22.0,0.0,0.0,9.35,"Tranvik, Finland New York"
3.0,0.0,male,20.0,0.0,0.0,4.0125,Syria
3.0,1.0,male,32.0,0.0,0.0,56.4958,"Hong Kong New York, NY"
3.0,0.0,male,21.0,0.0,0.0,7.775,"Brennes, Norway New York"
3.0,0.0,male,18.0,0.0,0.0,7.75,"Stockholm, Sweden New York"
3.0,0.0,male,26.0,0.0,0.0,7.8958,"Bulgaria Chicago, IL"
3.0,0.0,male,6.0,1.0,1.0,15.2458,"Syria Kent, ON"
3.0,0.0,female,9.0,1.0,1.0,15.2458,"Syria Kent, ON"
3.0,0.0,male,28.0,0.0,0.0,7.225,Syria
3.0,0.0,female,28.0,0.0,2.0,15.2458,"Syria Kent, ON"
3.0,0.0,female,28.0,0.0,2.0,7.75,"Ireland Chicago, IL"
3.0,0.0,male,40.0,1.0,1.0,15.5,"Ireland Chicago, IL"
3.0,0.0,female,32.0,1.0,1.0,15.5,"Ireland Chicago, IL"
3.0,0.0,male,21.0,0.0,0.0,16.1,"Treherbert, Cardiff, Wales"
3.0,1.0,female,22.0,0.0,0.0,7.725,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
3.0,0.0,female,20.0,0.0,0.0,7.8542,"Medeltorp, Sweden Chicago, IL"
3.0,0.0,male,29.0,1.0,0.0,7.0458,"Bridgerule, Devon"
3.0,0.0,male,22.0,1.0,0.0,7.25,"Bridgerule, Devon"
3.0,0.0,male,22.0,0.0,0.0,7.7958,"Sweden Worcester, MA"
3.0,0.0,male,35.0,0.0,0.0,8.05,"Broomfield, Chelmsford, England"
3.0,0.0,female,18.5,0.0,0.0,7.2833,"Co Cork, Ireland Roxbury, MA"
3.0,1.0,male,21.0,0.0,0.0,7.8208,"Kingwilliamstown, Co Cork, Ireland New York, NY"
3.0,0.0,male,19.0,0.0,0.0,6.75,"Co Cork, Ireland Charlestown, MA"
3.0,0.0,female,18.0,0.0,0.0,7.8792,"Co Sligo, Ireland New York, NY"
3.0,0.0,male,38.0,0.0,0.0,8.6625,Croatia
3.0,0.0,male,21.0,0.0,0.0,7.75,"Ireland Philadelphia, PA"
3.0,0.0,male,28.0,1.0,0.0,14.4583,"Ottawa, ON"
3.0,0.0,female,28.0,1.0,0.0,14.4583,"Ottawa, ON"
3.0,0.0,male,28.0,0.0,0.0,7.7958,"Dagsas, Sweden Fower, MN"
3.0,0.0,male,24.0,0.0,0.0,7.8542,"Goteborg, Sweden Huntley, IL"
3.0,1.0,female,16.0,0.0,0.0,7.75,"Co Longford, Ireland New York, NY"
3.0,0.0,female,37.0,0.0,0.0,7.75,"Co Sligo, Ireland Hartford, CT"
3.0,0.0,male,28.0,0.0,0.0,7.25,"St Denys, Southampton, Hants"
3.0,0.0,male,24.0,0.0,0.0,8.05,London
3.0,0.0,male,21.0,0.0,0.0,7.7333,"Ireland New York, NY"
3.0,1.0,male,32.0,0.0,0.0,56.4958,"Hong Kong New York, NY"
3.0,0.0,male,26.0,1.0,0.0,14.4542,Greece
3.0,0.0,male,18.0,1.0,0.0,14.4542,Greece
3.0,0.0,male,20.0,0.0,0.0,7.05,Portugal
3.0,1.0,male,18.0,0.0,0.0,8.05,"London Brooklyn, NY"
3.0,0.0,male,24.0,0.0,0.0,7.25,"Co Limerick, Ireland Sherbrooke, PQ"
3.0,0.0,male,36.0,0.0,0.0,7.4958,"Bulgaria Chicago, IL"
3.0,0.0,male,31.0,0.0,0.0,7.7333,"Philadelphia, PA"
3.0,0.0,male,31.0,0.0,0.0,7.75,"Ireland Brooklyn, NY"
3.0,1.0,female,22.0,0.0,0.0,7.75,Ireland
3.0,0.0,female,30.0,0.0,0.0,7.6292,Ireland
3.0,0.0,male,35.0,0.0,0.0,7.8958,Austria
3.0,0.0,male,27.0,0.0,0.0,7.8958,Austria
3.0,0.0,male,19.0,0.0,0.0,7.8958,Austria
3.0,0.0,male,30.0,0.0,0.0,8.05,London
3.0,1.0,male,9.0,1.0,1.0,15.9,"England Brooklyn, NY"
3.0,1.0,male,3.0,1.0,1.0,15.9,"England Brooklyn, NY"
3.0,1.0,female,36.0,0.0,2.0,15.9,"England Brooklyn, NY"
3.0,0.0,male,59.0,0.0,0.0,7.25,"Merrill, WI"
3.0,0.0,male,19.0,0.0,0.0,8.1583,"Bristol, England Cleveland, OH"
3.0,1.0,female,17.0,0.0,1.0,16.1,"Bournemouth, England Newark, NJ"
3.0,0.0,male,44.0,0.0,1.0,16.1,"Bournemouth, England Newark, NJ"
3.0,0.0,male,17.0,0.0,0.0,8.6625,Austria-Hungary
3.0,1.0,male,45.0,0.0,0.0,8.05,"Australia Fingal, ND"
3.0,0.0,female,22.0,0.0,0.0,10.5167,"Norrlot, Sweden Chicago, IL"
3.0,0.0,male,19.0,0.0,0.0,10.1708,Austria
3.0,1.0,female,30.0,0.0,0.0,6.95,"Co Athlone, Ireland New York, NY"
3.0,1.0,male,29.0,0.0,0.0,7.75,"Co Athlone, Ireland New York, NY"
3.0,0.0,male,0.3333,0.0,2.0,14.4,"Stanton, IA"
3.0,0.0,male,34.0,1.0,1.0,14.4,"Stanton, IA"
3.0,0.0,female,28.0,1.0,1.0,14.4,"Stanton, IA"
3.0,0.0,male,27.0,0.0,0.0,7.8958,"Bulgaria Chicago, IL"
3.0,0.0,male,25.0,0.0,0.0,7.8958,"Bulgaria Chicago, IL"
3.0,0.0,male,24.0,2.0,0.0,24.15,"West Bromwich, England Pontiac, MI"
3.0,0.0,male,21.0,2.0,0.0,24.15,"West Bromwich, England Pontiac, MI"
3.0,0.0,male,17.0,2.0,0.0,8.05,"West Bromwich, England Pontiac, MI"
3.0,0.0,male,28.0,1.0,0.0,16.1,"Liverpool, England Bedford, OH"
3.0,1.0,female,28.0,1.0,0.0,16.1,"Liverpool, England Bedford, OH"
3.0,1.0,male,36.5,1.0,0.0,17.4,"Tampico, MT"
3.0,1.0,female,36.0,1.0,0.0,17.4,"Tampico, MT"
3.0,1.0,male,30.0,0.0,0.0,9.5,"Belgium Detroit, MI"
3.0,1.0,male,1.0,1.0,2.0,20.575,"Devon, England Wichita, KS"
3.0,1.0,female,0.1667,1.0,2.0,20.575,"Devon, England Wichita, KS"
3.0,0.0,male,26.0,1.0,2.0,20.575,"Devon, England Wichita, KS"
3.0,1.0,female,33.0,1.0,2.0,20.575,"Devon, England Wichita, KS"
3.0,0.0,male,28.0,0.0,0.0,7.8958,"Bulgaria Coon Rapids, IA"
3.0,1.0,female,19.0,0.0,0.0,7.8792,"Kilmacowen, Co Sligo, Ireland New York, NY"
3.0,0.0,male,32.0,0.0,0.0,7.75,"Ireland New York, NY"
3.0,1.0,male,19.0,0.0,0.0,8.05,"England Oglesby, IL"
3.0,1.0,female,30.0,0.0,0.0,12.475,"Union Hill, NJ"
3.0,0.0,female,24.0,0.0,0.0,7.75,"Ireland New York, NY"
3.0,1.0,female,23.0,0.0,0.0,8.05,"London New York, NY"
3.0,0.0,male,33.0,0.0,0.0,7.8958,"Austria Niagara Falls, NY"
3.0,1.0,male,24.0,0.0,0.0,7.55,"England Albion, NY"
3.0,0.0,male,23.0,1.0,0.0,13.9,"West Haven, CT"
3.0,1.0,female,22.0,1.0,0.0,13.9,"West Haven, CT"
3.0,0.0,male,18.0,0.0,0.0,7.775,"Tofta, Sweden Joliet, IL"
3.0,0.0,male,16.0,0.0,0.0,7.775,"Karberg, Sweden Jerome Junction, AZ"
3.0,0.0,male,45.0,0.0,0.0,6.975,"Effington Rut, SD"
3.0,0.0,male,39.0,0.0,2.0,7.2292,"Syria Ottawa, ON"
3.0,0.0,male,15.0,1.0,1.0,7.2292,Syria
3.0,0.0,male,47.0,0.0,0.0,7.25,"Illinois, USA"
3.0,1.0,female,5.0,0.0,0.0,12.475,"New York, NY"
3.0,0.0,male,40.5,0.0,0.0,7.75,"Aughnacliff, Co Longford, Ireland New York, NY"
3.0,1.0,male,28.0,0.0,0.0,7.05,"Italy Philadelphia, PA"
3.0,0.0,male,26.0,0.0,0.0,7.8792,"Ireland Chicago, IL"
3.0,0.0,male,28.0,0.0,0.0,7.75,Ireland
3.0,1.0,male,28.0,0.0,0.0,56.4958,"Hong Kong New York, NY"
3.0,0.0,female,21.0,2.0,2.0,34.375,"Rotherfield, Sussex, England Essex Co, MA"
